"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"EXT-465","SOCIEDAD COOPERATIVA LIMITADA SAN JOSÉ DE PIORNAL","CACERES","Piornal","10615","Sociedades Cooperativas Agroalimentarias",25/10/61
"EXT-1259","LA BARACA, S. COOP. ESPECIAL","CACERES","Piornal","10615","Sociedades Cooperativas de Trabajo Asociado",26/03/21
"EXT-043","SOCIEDAD COOPERATIVA SAN RAFAEL","CACERES","Pizarro","10134","Sociedades Cooperativas Agrarias",20/04/65
"CC-127","EL RINCON, S. COOP. LTDA.","CACERES","Plasencia","10600","Sociedades Cooperativas Agrarias",27/02/85
"EXT-050","TABACO DE CÁCERES, SOCIEDAD COOPERATIVA","CACERES","Plasencia","10600","Sociedades Cooperativas Agrarias",21/10/88
"EXT-1101","INVESTIGACIONES AGRARIAS EXTREMEÑAS SOCIEDAD COOPERATIVA AGRARIA (INAGEX)","CACERES","Plasencia","10600","Sociedades Cooperativas Agrarias",12/05/16
"EXT-958","SOCIEDAD COOPERATIVA TABACUP","CACERES","Plasencia","10600","Sociedades Cooperativas Agrarias",22/04/97
6884,"COOPERATIVA DE CONSUMO SAN JOSÉ","CACERES","Plasencia","10600","Sociedades Cooperativas de Consumidores y Usuarios",20/10/55
"EXT-1059","ACTYVA, SOCIEDAD COOPERATIVA","CACERES","Plasencia","10600","Sociedades Cooperativas de Consumidores y Usuarios",23/12/14
"EXT-709","SOCIEDAD COOPERATIVA LIMITADA DE ENSEÑANZA SAN CALIXTO","CACERES","Plasencia","10600","Sociedades Cooperativas de Enseñanza",18/04/84
"EXT-514","SEDIACO SOCIEDAD COOPERATIVA LIMITADA","CACERES","Plasencia","10600","Sociedades Cooperativas de Servicios",28/03/89
"EXT-969","COMISA, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Servicios",20/04/94
"10-CC-270","ELECTROSERVICIOS, S. COOP. LTDA.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",16/06/89
"10-CC-305","MUEBLES BENAVENTE, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",30/03/90
"10-CC-337","DIVA S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",29/01/91
"10-CC-346","AFICOEX, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",02/05/91
"10-CC-481","S. COOP. ALICATADORES Y SOLADORES VIRGEN DEL PUERTO","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",31/10/95
"10-CC-492","AMBULANCIAS NUESTRA SEÑORA VIRGEN DEL PUERTO, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",25/03/96
"10-CC-572","ROMA SOCIEDAD COOPERATIVA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",11/09/01
"10-CC-594","CARPINTERÍA Y EBANISTERÍA SAN FULGENCIO SOCIEDAD COOPERATIVA LIMITADA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",20/10/87
"10-CC-611","SOCIEDAD COOPERATIVA INDUSTRIAL AUTOESCUELA PLACENTINA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",24/07/70
16455,"COOPERATIVA INDUSTRIAL PLACENTINA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",31/01/69
24789,"COOPERATIVA TEXTIL DEL JERTE, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",21/02/79
"CC-045","HECA, S. COOP. LTDA.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",30/11/81
"CC-093","PLASENCIA TEXTIL, S. COOP. LTDA.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",21/09/83
"CC-168","CONFECCIONES ALTA EXTREMADURA, S. COOP. LTDA.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",19/03/86
"EXT-1060","SOCIEDAD COOPERATIVA VENAMBU","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",08/01/15
"EXT-1084","RED CALEA, S. COOP. ESPECIAL","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",27/10/15
"EXT-226","COLEGIO SAN JOSÉ DE PLASENCIA, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",30/10/95
"EXT-393","LOS ARCOS DE PLASENCIA S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",22/02/82
"EXT-461","AUTOESCUELA EXTREMEÑA, SOCIEDAD COOPERATIVA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",03/03/78
"EXT-567","ECOTAHONA DEL AMBROZ, S. COOP. ESPECIAL","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",07/06/07
"EXT-794","COPI PARK, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",14/10/98
"EXT-802","COAMBEX, SOCIEDAD COOPERATIVA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",08/01/09
"EXT-864","CÁRNICAS PLASENCIA, S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",11/01/01
"SMT-678","COAVEX, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",04/11/83
"SMT-851","UNAEX, UNION ASESORA EXTREMEÑA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Plasencia","10600","Sociedades Cooperativas de Trabajo Asociado",26/08/85
"EXT-743","SOCIEDAD COOPERATIVA EXTREMEÑA DE AUTOCARES COEXCAR S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Transportistas",22/09/97
14842,"COOPERATIVA DE LA VIVIENDA VIRGEN DEL PUERTO","CACERES","Plasencia","10600","Sociedades Cooperativas de Viviendas",06/07/67
17702,"COOPERATIVA DE VIVIENDAS NUESTRA SEÑORA DE LA SALUD","CACERES","Plasencia","10600","Sociedades Cooperativas de Viviendas",16/03/70
23182,"SOCIEDAD COOPERATIVA DE VIVIENDAS LABORAL PLACENTINA","CACERES","Plasencia","10600","Sociedades Cooperativas de Viviendas",04/10/77
23927,"SOCIEDAD COOPERATIVA DE VIVIENDAS LAS TORRES","CACERES","Plasencia","10600","Sociedades Cooperativas de Viviendas",12/06/78
"CC-150","SOCIEDAD COOPERATIVA LIMITADA RIO JERTE","CACERES","Plasencia","10600","Sociedades Cooperativas de Viviendas",25/10/85
"EXT-136","VIVIR EN EXTREMADURA S. COOP.","CACERES","Plasencia","10600","Sociedades Cooperativas de Viviendas",20/01/06
21157,"SOCIEDAD COOPERATIVA NUESTRA SRA. DE LA ASUNCIÓN","CACERES","Plasenzuela","10271","Sociedades Cooperativas Agrarias",16/09/75
"10-CC-308","COOPERATIVA TEXTIL NUESTRA SEÑORA DEL CARMEN S. COOP.","CACERES","Plasenzuela","10271","Sociedades Cooperativas de Trabajo Asociado",23/11/76
"10-CC-365","REDES DE TELEFONIA EXTREMEÑAS, SOCIEDAD COOPERATIVA","CACERES","Plasenzuela","10271","Sociedades Cooperativas de Trabajo Asociado",28/10/91
"EXT-268","SOCIEDAD COOPERATIVA LIMITADA SAN ANTONIO DE POZUELO DE ZARZÓN","CACERES","Pozuelo de Zarzon","10813","Sociedades Cooperativas Agrarias",20/02/85
"EXT-760","VIRGEN DE LA ENCINA DE POZUELO DE ZARZON S. COOP.","CACERES","Pozuelo de Zarzon","10813","Sociedades Cooperativas Agrarias",06/04/83
"EXT-1007","SOCIEDAD COOPERATIVA SAN ISIDRO","CACERES","Pradochano","10671","Sociedades Cooperativas Agrarias",15/12/78
"EXT-723","COOPERATIVA DEL CAMPO SAN PEDRO DE ALCÁNTARA","CACERES","Pueblonuevo de Miramontes","10318","Sociedades Cooperativas Agrarias",30/09/64
22482,"SOCIEDAD COOPERATIVA SAN MARCOS","CACERES","Puerto de Santa Cruz","10261","Sociedades Cooperativas Agrarias",18/02/77
"EXT-475","SANTA CATALINA S. COOP.","CACERES","Rebollar","10617","Sociedades Cooperativas Agroalimentarias",25/10/61
13060,"COOPERATIVA DEL CAMPO SAN JOSE OBRERO","CACERES","Rincon del Obispo","10811","Sociedades Cooperativas Agrarias",13/12/65
"EXT-386","CONSULTEX, S. COOP.","CACERES","Rincon del Obispo","10811","Sociedades Cooperativas de Trabajo Asociado",16/05/05
"EXT-768","PULIMENTOS DEL ALAGON, SOCIEDAD COOPERATIVA DE TRABAJO ASOCIADO","CACERES","Rincon del Obispo","10811","Sociedades Cooperativas de Trabajo Asociado",11/07/03
"EXT-603","UNION DE AGRICULTORES DE RIOLOBOS, S. COOP.","CACERES","Riolobos","10693","Sociedades Cooperativas Agrarias",27/05/94
"EXT-294","SOCIEDAD COOPERATIVA LIMITADA NUESTRA SEÑORA VIRGEN DE ARGAMASA","CACERES","Riolobos","10693","Sociedades Cooperativas Agroalimentarias",04/07/80
"10-CC-626","SOCIEDAD COOPERATIVA DEL CAMPO SAN PEDRO","CACERES","Robledillo de Trujillo","10261","Sociedades Cooperativas Agrarias",10/07/76
"EXT-479","SAN BLAS DE ROBLEDOLLANO, S. COOP. LTDA.","CACERES","Robledollano","10371","Sociedades Cooperativas Agroalimentarias",25/06/85
"EXT-037","HORTICOEX, S. COOP.","CACERES","Rosalejo","10391","Segundo Grado",28/06/00
"SMT-1448","TABACOEX, SOCIEDAD COOPERATIVA LIMITADA DE Segundo Grado (TABACOEX)","CACERES","Rosalejo","10391","Segundo Grado",11/02/92
"10-CC-022","SOCIEDAD COOPERATIVA LIMITADA EL ROSAL DE ROSALEJO","CACERES","Rosalejo","10391","Sociedades Cooperativas Agrarias",02/07/73
"EXT-312","ROSACOL, SOCIEDAD COOPERATIVA AGRARIA","CACERES","Rosalejo","10391","Sociedades Cooperativas Agrarias",31/07/06
"EXT-655","TABARROSA S. COOP.","CACERES","Rosalejo","10391","Sociedades Cooperativas Agrarias",16/06/97
"CC-068","CARBONES SALORINO, S. COOP. LTDA.","CACERES","Salorino","10570","Sociedades Cooperativas de Trabajo Asociado",20/04/82
"CC-182","SOCIEDAD COOPERATIVA LIMITADA COCASAL","CACERES","Salorino","10570","Sociedades Cooperativas de Trabajo Asociado",25/06/86
"CC-190","SOCIEDAD COOPERATIVA LIMITADA TEXTIL SALVATERREÑA","CACERES","Salvatierra de Santiago","10189","Sociedades Cooperativas de Trabajo Asociado",21/10/86
"EXT-856","SOCIEDAD COOPERATIVA DE TRABAJO ASOCIADO EL VERMEJAL","CACERES","Salvatierra de Santiago","10189","Sociedades Cooperativas de Trabajo Asociado",16/09/88
"EXT-667","SOCIEDAD COOPERATIVA SAN GIL","CACERES","San Gil","10690","Sociedades Cooperativas Agrarias",02/03/76
"EXT-792","S. COOP. DEL CAMPO SAN MARTIN Y SAN ISIDRO","CACERES","San Martin de Trevejo","10892","Sociedades Cooperativas Agrarias",31/03/54
"EXT-328","COOPERATIVA DEL CAMPO LA SANTA CRUZ S. COOP.","CACERES","Santa Cruz de Paniagua","10661","Sociedades Cooperativas Agrarias",29/10/66
"EXT-672","SOCIEDAD COOPERATIVA LA PILARICA","CACERES","Santa Maria de las Lomas","10318","Sociedades Cooperativas Agrarias",21/05/66
12125,"COOPERATIVA ARTESANA SANTA MARTA","CACERES","Santa Marta de Magasca","10198","Sociedades Cooperativas de Trabajo Asociado",26/12/64
19147,"SOCIEDAD COOPERATIVA DEL CAMPO SANTIAGO APOSTOL","CACERES","Santiago del Campo","10191","Sociedades Cooperativas Agrarias",29/08/72
"EXT-326","SAN JUAN BAUTISTA, S. COOP. LTDA.","CACERES","Santibañez el Alto","10859","Sociedades Cooperativas Agrarias",13/02/70
"EXT-327","SOCIEDAD COOPERATIVA SANTIAGO","CACERES","Santibañez el Bajo","10666","Sociedades Cooperativas Agrarias",26/12/67
"EXT-786","SANTO CRISTO DE LA PAZ DE SANTIBAÑEZ EL BAJO, S. COOP.","CACERES","Santibañez el Bajo","10666","Sociedades Cooperativas Agrarias",20/09/88
"CC-216","AGROVAL, S. COOP.","CACERES","Saucedilla","10390","Sociedades Cooperativas Agrarias",02/03/88
"EXT-994","SOCIEDAD COOPERATIVA LIMITADA RIEGOS DE VALDECAÑAS","CACERES","Saucedilla","10390","Sociedades Cooperativas Agrarias",04/10/85
3838,"SOCIEDAD COOPERATIVA SANTÍSIMO CRISTO DE LA VICTORIA","CACERES","Serradilla","10530","Sociedades Cooperativas Agrarias",21/11/47
"EXT-1067","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE MONFRAGÜE","CACERES","Serradilla","10530","Sociedades Cooperativas Agrarias",13/01/95
"10-CC-408","S. COOP. SERREJÓN-VIRGEN DE LA OLIVA","CACERES","Serrejon","10528","Sociedades Cooperativas Agrarias",15/12/92
14091,"SOCIEDAD COOPERATIVA DEL CAMPO Y CAJA RURAL SAN ILDEFONSO","CACERES","Serrejon","10528","Sociedades Cooperativas Agrarias",14/12/66
"EXT-329","SOCIEDAD COOPERATIVA LA BIENVENIDA","CACERES","Talaveruela de la Vera","10491","Sociedades Cooperativas Agrarias",05/08/77
"EXT-128","SOCIEDAD COOPERATIVA TABAQUERA COMUNITARIA","CACERES","Talayuela","10310","Segundo Grado",16/07/90
"10-CC-257","VIZCAINO BAYÓN, S. COOP.","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",24/04/89
"10-CC-429","TABACOS DE CUATERNOS, S. COOP. LTDA.","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",21/05/93
13727,"COOPERATIVA AGROPECUARIA Y CAJA RURAL SAN MARTÍN","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",13/08/66
"EXT-123","SOCIEDAD COOPERATIVA LIMITADA AGRARIA VERA ALTA","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",30/03/89
"EXT-124","SOCIEDAD COOPERATIVA LIMITADA AGRARIA TIÉTAR","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",30/03/89
"EXT-125","SOCIEDAD COOPERATIVA LIMITADA AGRARIA EL BEREZAL","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",30/03/89
"EXT-126","SOCIEDAD COOPERATIVA LIMITADA AGRARIA HUERTOS","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",30/03/89
"EXT-127","SOCIEDAD COOPERATIVA LIMITADA AGRARIA ROSALEJO","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",30/03/89
"EXT-626","ARALAVE, S. COOP.","CACERES","Talayuela","10310","Sociedades Cooperativas Agrarias",10/01/06
"EXT-119","SOCIEDAD COOPERATIVA TABAQUERA LA UNIÓN","CACERES","Talayuela","10310","Sociedades Cooperativas Agroalimentarias",03/09/91
"EXT-1119","VENTA AMBULANTE TALAYUELA, S. COOP.","CACERES","Talayuela","10310","Sociedades Cooperativas de Trabajo Asociado",23/08/16
"EXT-432","SOCIEDAD COOPERATIVA SAN MIGUEL","CACERES","Tejeda de Tietar","10420","Sociedades Cooperativas Agrarias",06/05/75
12438,"SANTÍSIMA SEÑORA DE GUADALUPE, SOCIEDAD COOPERATIVA","CACERES","Tietar","10319","Sociedades Cooperativas Agrarias",30/04/65
"EXT-911","SOCIEDAD COOPERATIVA LIMITADA MIRABEL","CACERES","Toril","10520","Sociedades Cooperativas Agrarias",26/07/84
"EXT-121","FRUTICOLA RIO JERTE SOCIEDAD COOPERATIVA LIMITADA","CACERES","Tornavacas","10611","Segundo Grado",24/04/89
"EXT-776","FRUTICOLA TORNAVAQUEÑA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Tornavacas","10611","Sociedades Cooperativas Agrarias",13/09/88
"EXT-775","SOCIEDAD COOPERATIVA TORNAVALLE","CACERES","Tornavacas","10611","Sociedades Cooperativas Agroalimentarias",04/03/02
"EXT-064","SOCIEDAD COOPERATIVA SAN LUCAS DE EL TORNO","CACERES","Torno (El)","10617","Sociedades Cooperativas Agroalimentarias",16/10/59
17453,"COOPERATIVA LOCAL DEL CAMPO VIRGEN DE BIENVENIDA","CACERES","Torre de Don Miguel","10864","Sociedades Cooperativas Agrarias",15/12/69
"EXT-332","LA TORREÑA, S. COOP. LTDA.","CACERES","Torre de Don Miguel","10864","Sociedades Cooperativas Agrarias",11/03/86
"10-CC-349","PALINSA SOCIEDAD COOPERATIVA","CACERES","Torre de Don Miguel","10864","Sociedades Cooperativas de Trabajo Asociado",24/05/91
"EXT-269","SOCIEDAD COOPERATIVA SAN MARCOS","CACERES","Torrecilla de los Angeles","10869","Sociedades Cooperativas Agrarias",11/08/69
"EXT-665","SIERRA MIEL, S. COOP.","CACERES","Torrecilla de los Angeles","10869","Sociedades Cooperativas Agrarias",27/01/95
"10-CC-545","VIRGEN DE LA GUINDA SOCIEDAD COOPERATIVA","CACERES","Torrecilla de los Angeles","10869","Sociedades Cooperativas de Trabajo Asociado",11/01/00
25044,"SOCIEDAD COOPERATIVA SANTA CATALINA","CACERES","Torrecillas de la Tiesa","10252","Sociedades Cooperativas de Consumidores y Usuarios",25/09/79
19461,"SOCIEDAD COOPERATIVA DEL CAMPO SAN MIGUEL","CACERES","Torrejon el Rubio","10694","Sociedades Cooperativas Agrarias",19/02/73
"EXT-231","SOCIEDAD COOPERATIVA LA INMACULADA","CACERES","Torrejoncillo","10830","Sociedades Cooperativas Agrarias",29/05/56
"EXT-1219","AGROECOLÓGICA DE MONTAÑA, SOCIEDAD COOPERATIVA","CACERES","Torremenga","10413","Sociedades Cooperativas Agroalimentarias",29/07/19
20384,"SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE TORREALBA","CACERES","Torremocha","10184","Sociedades Cooperativas Agrarias",27/06/74
"EXT-402","SOCIEDAD COOPERATIVA SAN ISIDRO LABRADOR","CACERES","Torreorgaz","10182","Sociedades Cooperativas Agrarias",04/10/73
23792,"SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE LA SOLEDAD","CACERES","Torreorgaz","10182","Sociedades Cooperativas de Consumidores y Usuarios",26/05/78
"10-CC-556","SOCIEDAD COOPERATIVA DE GANADEROS DE TORREQUEMADA","CACERES","Torrequemada","10183","Sociedades Cooperativas Agrarias",25/09/00
20559,"SOCIEDAD COOPERATIVA AGROPECUARIA DE TRUJILLO, SOCOPA","CACERES","Trujillo","10200","Sociedades Cooperativas Agrarias",02/10/74
"EXT-052","COPRECA, S. COOP.","CACERES","Trujillo","10200","Sociedades Cooperativas Agrarias",31/07/02
"EXT-808","MARÍA DE LA PAZ ORELLANA, S. COOP.","CACERES","Trujillo","10200","Sociedades Cooperativas de Enseñanza",28/09/89
"10-CC-366","CARPINTERÍA Y RESTAURACIÓN SOCIEDAD COOPERATIVA","CACERES","Trujillo","10200","Sociedades Cooperativas de Trabajo Asociado",19/11/91
"CC-025","SOCIEDAD COOPERATIVA LIMITADA ARTESANA SANTIAGO APOSTOL DE TRUJILLO","CACERES","Trujillo","10200","Sociedades Cooperativas de Trabajo Asociado",05/12/80
"CC-056","ARTESANIA DE LA MADERA, S. COOP. LTDA.","CACERES","Trujillo","10200","Sociedades Cooperativas de Trabajo Asociado",24/02/82
"CC-201","TRUJILLANA DE FONTANERIA, SOCIEDAD COOPERATIVA LIMITADA","CACERES","Trujillo","10200","Sociedades Cooperativas de Trabajo Asociado",06/03/87
"EXT-221","UNION DE LOS BERROCALES, S. COOP.","CACERES","Trujillo","10200","Sociedades Cooperativas de Trabajo Asociado",01/04/02
"EXT-632","SOCIEDAD COOPERATIVA INDUSTRIAL DE CARPINTEROS SAN JOSÉ","CACERES","Trujillo","10200","Sociedades Cooperativas de Trabajo Asociado",23/09/70
"EXT-711","FRUCAVAL S. COOP.","CACERES","Valdastillas","10614","Sociedades Cooperativas Agrarias",28/03/03
"EXT-063","AGRUPACIÓN DE COOPERATIVAS VALLE DEL JERTE, S. COOP.","CACERES","Valdastillas","10614","Sociedades Cooperativas Agroalimentarias",19/02/86
"EXT-193","SANTA LUCIA DE VALDASTILLAS, S. COOP.","CACERES","Valdastillas","10614","Sociedades Cooperativas Agroalimentarias",25/10/61
"10-CC-528","MILANILLO, S. COOP.","CACERES","Valdecañas de Tajo","10329","Sociedades Cooperativas de Trabajo Asociado",23/04/99
21580,"SOCIEDAD COOPERATIVA SAN AGUSTÍN","CACERES","Valdefuentes","10180","Sociedades Cooperativas Agrarias",29/03/76
"10-CC-314","SOCIEDAD COOPERATIVA SAN JOSÉ DE VALDEIÑIGOS","CACERES","Valdeiñigos","10697","Sociedades Cooperativas Agrarias",13/08/66
"CC-206","EL REMOLINO, S. COOP. LTDA.","CACERES","Valdelacasa de Tajo","10332","Sociedades Cooperativas Agrarias",08/04/87
"EXT-422","SOCIEDAD COOPERATIVA NUESTRA SEÑORA DEL ROSARIO","CACERES","Valdemorales","10131","Sociedades Cooperativas Agroalimentarias",17/07/70
"EXT-940","SOCIEDAD COOPERATIVA LIMITADA LA MANADA","CACERES","Valderrosas","10671","Sociedades Cooperativas Agrarias",12/09/86
25043,"AGRUPACIÓN GANADERA INTERCOMARCAL DE COOPERATIVAS, S. COOP. A.G.I.C.O.","CACERES","Valdesalor","10164","Segundo Grado",25/09/79
"EXT-858","SOCIEDAD COOPERATIVA SAN PABLO","CACERES","Valdesalor","10164","Sociedades Cooperativas Agrarias",28/06/74
7090,"COOPERATIVA DEL CAMPO SAN ANDRÉS","CACERES","Valencia de Alcantara","10500","Sociedades Cooperativas Agrarias",26/05/56
"EXT-415","ALCANTARINA DE AMBULANCIAS, S. COOP.","CACERES","Valencia de Alcantara","10500","Sociedades Cooperativas de Trabajo Asociado",03/11/92
"EXT-797","CÁRNICAS FRAGALLA S. COOP.","CACERES","Valencia de Alcantara","10500","Sociedades Cooperativas de Trabajo Asociado",16/02/93
"10-CC-657","SOCIEDAD COOPERATIVA SAN FRANCISCO JAVIER","CACERES","Valrio","10811","Sociedades Cooperativas Agrarias",09/06/75
3457,"COOPERATIVA Y CAJA RURAL DE SAN ANTONIO","CACERES","Valverde del Fresno","10890","Sociedades Cooperativas Agrarias",27/05/47
"EXT-330","SOCIEDAD COOPERATIVA SAN DÁMASO","CACERES","Valverde del Fresno","10890","Sociedades Cooperativas Agrarias",11/06/56
"10-CC-275","ENTREARROYOS COOPERATIVA EXTREMEÑA, S. COOP.","CACERES","Vegaviana","10848","Sociedades Cooperativas de Trabajo Asociado",23/08/89
"CC-217","SOCIEDAD COOPERATIVA LA VIANDAREÑA","CACERES","Viandar de la Vera","10429","Sociedades Cooperativas Agrarias",07/03/88
"EXT-333","SOCIEDAD COOPERATIVA LIMITADA SAN BARTOLOME DE VILLA DEL CAMPO","CACERES","Villa del Campo","10814","Sociedades Cooperativas Agrarias",06/10/83
"10-CC-282","SOCIEDAD COOPERATIVA LA MODA","CACERES","Villa del Campo","10814","Sociedades Cooperativas de Trabajo Asociado",13/10/89
23243,"SOCIEDAD COOPERATIVA NUESTRA SEÑORA DE LOS ÁNGELES","CACERES","Villa del Campo","10814","Sociedades Cooperativas de Trabajo Asociado",01/12/77
15542,"COOPERATIVA INDUSTRIAL SAN JOSE OBRERO","CACERES","Villamesias","10263","Sociedades Cooperativas de Trabajo Asociado",26/02/68
11653,"SOCIEDAD COOPERATIVA AGROPECUARIA","CACERES","Villamiel","10893","Sociedades Cooperativas Agrarias",23/06/64
"EXT-331","COOPERATIVA DEL CAMPO VIRGEN DE LA PIEDAD","CACERES","Villamiel","10893","Sociedades Cooperativas Agrarias",26/07/85
"EXT-710","SOCIEDAD COOPERATIVA DEL CAMPO DIOS PADRE","CACERES","Villanueva de la Sierra","10812","Sociedades Cooperativas Agrarias",25/06/64
"CC-077","SOCIEDAD COOPERATIVA LIMITADA SANTA ANA DE VILLANUEVA DE LA VERA","CACERES","Villanueva de la Vera","10470","Sociedades Cooperativas Agrarias",01/10/82
"EXT-663","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO GUALTAMINOS","CACERES","Villanueva de la Vera","10470","Sociedades Cooperativas Agrarias",21/10/86
"EXT-505","S. COOP. LTDA. TRAVECO","CACERES","Villanueva de la Vera","10470","Sociedades Cooperativas de Trabajo Asociado",06/09/84
"EXT-957","LA MANDOLINA CONSERVAS ECOLÓGICAS S. COOP. ESPECIAL","CACERES","Villanueva de la Vera","10470","Sociedades Cooperativas de Trabajo Asociado",19/06/12
"CC-092","LA VEGA, S. COOP. LTDA.","CACERES","Villanueva de la Vera","10470","Sociedades Cooperativas de Viviendas",26/07/83
"EXT-944","SOCIEDAD COOPERATIVA LIMITADA EL PEDROSO","CACERES","Villar del Pedroso","10330","Sociedades Cooperativas Agrarias",05/02/82
"EXT-1231","CONSTRUCCIONES VIRGEN DE BURGUILLA SOCIEDAD COOPERATIVA LIMITADA","CACERES","Villar del Pedroso","10330","Sociedades Cooperativas de Trabajo Asociado",10/09/99
